name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
kansas,2015-12-30,0.6,-6,-2.3,0,-6,-3.6,-5.7,77.9,0.82,100,8.33,snow,,,,11.8,235.5,1026.2,91.4,12.8,104.6,9.1,5,,2015-12-30T07:41:26,2015-12-30T17:09:01,0.63,"Snow, Overcast",Cloudy skies throughout the day with early morning snow.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2015-12-31,5.1,-3.4,0,1.5,-7.2,-2.1,-5.2,68.6,0,0,0,,,,31.7,22.5,263.9,1030.3,35,15.9,118.5,10.2,5,,2015-12-31T07:41:38,2015-12-31T17:09:47,0.67,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-01-01,5.7,-5,-0.3,1.7,-9.7,-4.4,-7.3,61,0,0,0,,,,40.7,27.7,259.8,1031,0,16,123.6,10.9,5,,2016-01-01T07:41:48,2016-01-01T17:10:35,0.72,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-01-02,8,-4.2,0.5,5.3,-8.6,-1.5,-6,63.8,0,0,0,,,,,16.5,272.4,1025.1,0,16,123.6,10.8,5,,2016-01-02T07:41:56,2016-01-02T17:11:24,0.77,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-01-03,5.6,-6,-1.1,2.3,-9.8,-4.6,-5.9,70.6,0,0,0,,,,27.7,16.6,226.5,1027.5,0,16,122.5,10.5,5,,2016-01-03T07:42:01,2016-01-03T17:12:14,0.81,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-01-04,-2.1,-6.7,-4.8,-2.8,-12.1,-9,-7.4,82.4,0,0,0,,,,,15.6,80.1,1033,80.2,15.5,120.1,10.4,5,,2016-01-04T07:42:05,2016-01-04T17:13:06,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-01-05,4.9,-7.7,-1.7,0.5,-11,-5.5,-6.1,73.2,0,0,0,,,,33.8,24.1,134,1027,0,15.6,84.8,7.2,4,,2016-01-05T07:42:06,2016-01-05T17:14:00,0.9,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-01-06,3.4,0.5,2.2,0.2,-4,-1.8,-1.3,78,0.5,100,8.33,"rain,snow",,,33.5,21.9,158.3,1018.8,95.3,14.8,33,2.8,2,,2016-01-06T07:42:05,2016-01-06T17:14:54,0.94,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-01-07,6.2,2.8,4.5,5.9,-0.2,2.4,3.9,95.5,11.79,100,66.67,rain,,,,11.4,97.5,1010.1,89.8,3.8,33.1,2.9,2,,2016-01-07T07:42:02,2016-01-07T17:15:50,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-01-08,6.2,1.2,3.2,5.9,-2.7,-0.2,1.5,88.6,6.4,100,29.17,rain,,,,21.1,284.8,1009.5,94.1,13.5,67,5.7,3,,2016-01-08T07:41:57,2016-01-08T17:16:47,0.99,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-01-09,0.6,-12.7,-4.9,-4.1,-22.2,-11.9,-9.3,71.5,0,0,0,,,,49.3,31.7,337.5,1020.1,83.5,15.7,100.5,8.7,4,,2016-01-09T07:41:50,2016-01-09T17:17:46,1,Partially cloudy,Partly cloudy throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-01-10,-4.4,-16.1,-10.9,-6.5,-24.9,-16.8,-17.4,59.5,0,0,0,,,,,24.4,272.8,1026.5,4.3,16,131.7,11.4,5,,2016-01-10T07:41:40,2016-01-10T17:18:45,0,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-01-11,5.6,-4.9,-0.3,2.2,-9.1,-3.7,-5.8,67.5,0,0,0,,,,38.9,28.8,250,1017.1,52,15.8,102,8.7,5,,2016-01-11T07:41:29,2016-01-11T17:19:45,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-01-12,1.1,-7.2,-3.1,-1.2,-13.8,-6.6,-10.2,59.7,0,0,0,,,,35.3,24.4,230.3,1023.8,14.5,16,128.7,11,5,,2016-01-12T07:41:15,2016-01-12T17:20:46,0.04,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-01-13,12.2,-6.7,2.4,12.2,-10.6,0,-5.6,57.2,0,0,0,,,,,14.7,191.8,1017.5,9.2,16,121.4,10.4,5,,2016-01-13T07:40:59,2016-01-13T17:21:49,0.07,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-01-14,14.3,-1.7,6.6,14.3,-5.5,4.8,-0.9,60.3,0,0,0,,,,38.7,23.4,211.4,1003.9,0,15.9,129.5,11,5,,2016-01-14T07:40:41,2016-01-14T17:22:52,0.12,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-01-15,3.4,-4.3,0,0.1,-8.9,-4.9,-4.7,70.6,0,0,0,,,,47.9,34.3,304.8,1008,63.5,15.7,129,11.1,5,,2016-01-15T07:40:21,2016-01-15T17:23:56,0.17,Partially cloudy,Partly cloudy throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-01-16,2.2,-8.3,-3.1,2.2,-13.1,-6.2,-10.5,58.1,0,0,0,,,,25.9,22.1,286.6,1018.5,30.3,16,118.2,10.2,5,,2016-01-16T07:39:59,2016-01-16T17:25:00,0.22,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-01-17,-6.4,-14.9,-12.4,-13.7,-25.1,-19.4,-19,58.4,0,0,0,,,,48,32.5,235.5,1028.4,53.1,15.5,119.5,10.3,5,,2016-01-17T07:39:35,2016-01-17T17:26:05,0.28,Partially cloudy,Partly cloudy throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-01-18,-2.1,-15.7,-9.1,-5.6,-15.7,-11.3,-16,59.4,0,0,0,,,,,14.5,127.9,1030.5,8.4,16,133.9,11.6,5,,2016-01-18T07:39:09,2016-01-18T17:27:11,0.34,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-01-19,-2.8,-5.6,-4.4,-7.5,-10.6,-9.3,-9.5,68.4,1.82,100,20.83,snow,,,35.3,23.2,78.6,1025.9,99.4,12.9,46,4,2,,2016-01-19T07:38:40,2016-01-19T17:28:18,0.39,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-01-20,-1.6,-5.6,-3.3,-4.4,-8.4,-6.4,-6.1,81.4,0.05,100,4.17,"rain,snow",,,,20.2,80.4,1022.7,100,15.4,80.5,7,4,,2016-01-20T07:38:10,2016-01-20T17:29:25,0.43,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,snow,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-01-21,-2.1,-4.4,-3,-6.3,-10.3,-8,-5.9,80.7,2.31,100,41.67,snow,,,,20.4,118.1,1023.8,95.3,9.1,67.3,5.7,3,,2016-01-21T07:37:38,2016-01-21T17:30:33,0.46,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.,snow,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-01-22,-1.1,-9,-4.2,-5.5,-14.9,-9.4,-7.8,76.6,0,0,0,,,,,19.8,300.1,1028.9,72,11.5,93.4,8,4,,2016-01-22T07:37:04,2016-01-22T17:31:41,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-01-23,-2.2,-8.1,-4.6,-5.8,-11.9,-9,-6.7,85.1,0,0,0,,,,,22.3,135.7,1023.7,85.3,7.2,110.4,9.5,5,,2016-01-23T07:36:27,2016-01-23T17:32:49,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-01-24,8.4,-7.7,0.8,5.4,-10.8,-1.8,-3.2,75.3,0,0,0,,,,35.3,19,153.6,1010.6,0,13.7,84.4,7.3,3,,2016-01-24T07:35:49,2016-01-24T17:33:58,0.5,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-01-25,3.8,-0.7,0.9,1.3,-6.6,-3.6,-2.5,78.5,0,0,0,,,,61,31.1,215.3,1009.1,72.6,14.5,60.2,5.2,3,,2016-01-25T07:35:09,2016-01-25T17:35:07,0.52,Partially cloudy,Partly cloudy throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-01-26,5.2,-4.5,0.8,2.3,-6.1,-2.6,-5.1,65.1,0,0,0,,,,38.9,27.2,274.5,1025.5,54.6,16,148,12.8,6,,2016-01-26T07:34:27,2016-01-26T17:36:17,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-01-27,12.8,-6.7,2.6,12.8,-10.5,1.1,-5,62.2,0,0,0,,,,33.5,20.3,186.7,1022.8,13.7,15.4,135.4,11.8,6,,2016-01-27T07:33:43,2016-01-27T17:37:26,0.56,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-01-28,12.8,-1.5,4.6,12.8,-2.2,2.8,-2.3,63.6,0,0,0,,,,40.7,25.9,257.6,1015.8,0,16,141.2,12.1,6,,2016-01-28T07:32:58,2016-01-28T17:38:36,0.6,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-01-29,19.5,-3.4,6.5,19.5,-5.1,5.3,-1.7,61.3,0,0,0,,,,29.5,20.8,145.7,1008.8,0,16,145.6,12.7,6,,2016-01-29T07:32:10,2016-01-29T17:39:46,0.63,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-01-30,13.9,-0.8,5.8,13.9,-2,5.1,0.5,71.1,0,0,0,,,,,16.3,156.3,1003.9,0,15.7,110.1,9.4,5,,2016-01-30T07:31:21,2016-01-30T17:40:56,0.68,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-01-31,12.3,2.2,6.4,12.3,-0.2,4.9,0.2,66.3,0,0,0,,,,44.6,27.1,302.8,1006.9,2.1,16,113.7,9.8,6,,2016-01-31T07:30:30,2016-01-31T17:42:07,0.72,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-02-01,10.2,3.1,6.3,10.2,0.9,4.2,-1,60.8,0.06,100,4.17,rain,,,48.2,28.8,86.3,1013.5,81.3,16,97.2,8.3,4,,2016-02-01T07:29:38,2016-02-01T17:43:17,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-02-02,11.2,1.7,6.4,11.2,-3.4,2.9,1.7,73.4,9.09,100,25,rain,,,63.2,32.8,170.6,997.5,78.6,14.7,112.9,9.7,6,,2016-02-02T07:28:43,2016-02-02T17:44:27,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-02-03,1.7,-5.4,-1,-3.6,-8.6,-6.4,-7.3,63.1,0,0,0,,,,59.1,43.7,307.4,1018.7,63.4,16,159.9,13.8,6,,2016-02-03T07:27:47,2016-02-03T17:45:37,0.87,Partially cloudy,Partly cloudy throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-02-04,7.3,-7.4,-1.3,3.9,-11.1,-3.9,-8.8,60.9,0,0,0,,,,40.8,26.5,268,1026.9,0,16,163.3,14.2,6,,2016-02-04T07:26:50,2016-02-04T17:46:48,0.91,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-02-05,6.7,-4.6,-0.2,6.7,-5.4,-1,-6.1,66.1,0,0,0,,,,,13,85.7,1028.4,45.1,16,95.2,8.1,4,,2016-02-05T07:25:51,2016-02-05T17:47:58,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-02-06,10,-3.3,3,10,-6.1,0.9,-3.3,65.6,0,0,0,,,,37.1,23.8,247.4,1024.4,5.8,16,161.8,14,6,,2016-02-06T07:24:50,2016-02-06T17:49:08,0.98,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-02-07,11.1,3.5,6.6,11.1,0,3.6,-4.9,45.7,0,0,0,,,,74.4,44.2,277.6,1017.9,45.9,16,114.9,10,6,,2016-02-07T07:23:48,2016-02-07T17:50:18,1,Partially cloudy,Partly cloudy throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-02-08,4.3,-0.2,1.8,-1.6,-6.9,-4.3,-8.3,47.7,0,0,0,,,,71.7,47.3,313,1019.7,71,15.6,150.7,12.9,6,,2016-02-08T07:22:44,2016-02-08T17:51:27,1,Partially cloudy,Partly cloudy throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-02-09,0.7,-4.8,-2,-4.9,-13,-8.5,-12.9,44.6,0,0,0,,,,59.4,39.8,315.2,1023.7,18,16,172.9,14.9,7,,2016-02-09T07:21:39,2016-02-09T17:52:37,0.01,Clear,Clear conditions throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-02-10,15.1,-5.2,2.8,15.1,-7.6,0.9,-7.5,48.4,0,0,0,,,,37.6,26.8,193.3,1018.3,28.6,16,170.5,14.7,6,,2016-02-10T07:20:33,2016-02-10T17:53:46,0.02,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-02-11,4.4,-5.6,-0.1,4,-9.9,-3.4,-6.2,65.1,0.01,100,4.17,"rain,snow",,,33.5,22.9,86.2,1023.6,13.2,15.9,122.1,10.6,5,,2016-02-11T07:19:25,2016-02-11T17:54:56,0.06,"Snow, Rain",Clear conditions throughout the day with afternoon rain or snow.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-02-12,3.9,-4.9,-0.6,-0.2,-11.2,-4.8,-7.8,59.8,0,0,0,,,,41.7,30.7,244.3,1030.5,48.7,15.9,172.3,14.8,6,,2016-02-12T07:18:16,2016-02-12T17:56:05,0.1,Partially cloudy,Partly cloudy throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-02-13,-3.3,-6.7,-5.3,-9.9,-13.1,-11.3,-16.3,42,0,0,0,,,,35.3,25.7,77.3,1032.5,92.3,16,115.1,10,5,,2016-02-13T07:17:05,2016-02-13T17:57:13,0.14,Overcast,Cloudy skies throughout the day.,cloudy,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-02-14,11.8,-6.6,2.2,11.8,-10.9,0,-7.8,48.6,0,0,0,,,,,17.8,190.9,1015.3,11,16,164.3,14.1,7,,2016-02-14T07:15:53,2016-02-14T17:58:22,0.2,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-02-15,13.7,-1.6,5.6,13.7,-3.4,4.2,-2.2,61,0,0,0,,,,32,18.6,190.8,1009.8,28.7,15.9,177.6,15.3,7,,2016-02-15T07:14:41,2016-02-15T17:59:30,0.26,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-02-16,9.7,-1.9,6.5,7.6,-1.9,3.7,0,63.9,0.05,100,4.17,rain,,,67.2,41.3,243.6,1012.6,64.6,16,173.5,14.9,7,,2016-02-16T07:13:26,2016-02-16T18:00:38,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-02-17,17.4,-3.3,6.6,17.4,-6.4,5.6,-1.3,61.9,0,0,0,,,,35.3,23.2,135.3,1019.8,10.7,14.5,181.2,15.6,7,,2016-02-17T07:12:11,2016-02-17T18:01:46,0.37,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-02-18,25.6,6.4,15.9,25.6,3.7,15.1,3.9,46.5,0,0,0,,,,70.1,44.1,164.5,1008.3,1.4,16,174.2,15.1,6,,2016-02-18T07:10:55,2016-02-18T18:02:53,0.41,Clear,Clear conditions throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-02-19,21.6,8.7,17.3,21.6,8.7,17.3,-2.6,28,0,0,0,,,,64.8,42.6,247.3,1010.7,0,16,194.8,16.5,7,,2016-02-19T07:09:37,2016-02-19T18:04:00,0.45,Clear,Clear conditions throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-02-20,23.5,1.1,12.5,23.5,0.2,12.3,-1.2,42.9,0,0,0,,,,27.7,19.6,85.8,1013.8,15.8,16,182.1,15.8,7,,2016-02-20T07:08:18,2016-02-20T18:05:07,0.47,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-02-21,14.3,1.2,7.3,14.3,-1.8,5.9,0.3,64.1,0,0,0,,,,44.7,32,262.8,1021.6,0,15.8,185.6,15.9,7,,2016-02-21T07:06:59,2016-02-21T18:06:13,0.49,Clear,Clear conditions throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-02-22,11.7,-0.9,4.7,11.7,-3.2,3.8,-1,68.7,0,0,0,,,,44.6,14.1,123.3,1020.1,39.2,15.8,182.9,15.8,7,,2016-02-22T07:05:38,2016-02-22T18:07:20,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-02-23,10.6,1.2,5.3,10.6,-1.4,3.2,-0.9,65.8,0,0,0,,,,53.4,29,131.2,1016.5,20.2,16,67.1,5.8,2,,2016-02-23T07:04:17,2016-02-23T18:08:25,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-02-24,9.4,-0.8,3.5,6.3,-6.1,-0.7,-4.9,56.4,0,0,0,,,,55.4,31.7,331.5,1016.4,31.5,16,206.5,17.8,7,,2016-02-24T07:02:54,2016-02-24T18:09:31,0.52,Partially cloudy,Clearing in the afternoon.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-02-25,5,-0.9,2.5,0.5,-5.1,-2,-3.9,64.4,0.13,100,4.17,"rain,snow",,,51.8,32,311.4,1025.9,87.5,15.2,184.4,15.8,6,,2016-02-25T07:01:31,2016-02-25T18:10:36,0.53,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-02-26,16.2,-6.7,3.6,16.2,-6.7,2.7,-6.4,53.8,0,0,0,,,,40.7,25.8,250.4,1024.8,1.1,16,195,16.7,7,,2016-02-26T07:00:06,2016-02-26T18:11:41,0.56,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-02-27,23.9,-3,10.9,23.9,-3,10.9,-5.2,42.1,0,0,0,,,,46.5,29.5,187.7,1014.6,0,16,212.9,18.4,8,,2016-02-27T06:58:41,2016-02-27T18:12:45,0.6,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-02-28,19.6,3.2,13.7,19.6,3.2,13.5,1.6,45.6,0,0,0,,,,65.4,48.1,255.1,1008.5,7.4,16,205.4,17.7,7,,2016-02-28T06:57:16,2016-02-28T18:13:50,0.64,Clear,Clear conditions throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-02-29,22.4,-1.7,11.7,22.4,-1.7,11.2,-1.4,47.5,0,0,0,,,,51.4,34,216.2,1012.3,7.9,16,180,15.7,7,,2016-02-29T06:55:49,2016-02-29T18:14:54,0.68,Clear,Clear conditions throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-03-01,6.2,-2.6,1.7,2.3,-7.8,-2.7,-6.3,56.5,0,0,0,,,,55.1,40.7,293.5,1019.8,33.7,16,191.8,16.5,7,,2016-03-01T06:54:22,2016-03-01T18:15:57,0.73,Partially cloudy,Partly cloudy throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-03-02,19,-4.3,7.6,19,-8.6,6.1,-5.2,45.4,0,0,0,,,,56.2,38.2,145.8,1014.5,42.5,16,165.5,14.3,6,,2016-03-02T06:52:54,2016-03-02T18:17:01,0.78,Partially cloudy,Clearing in the afternoon.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-03-03,13.4,2.3,8,13.4,-2.6,6.2,0.1,59.5,0.3,100,8.33,rain,,,62.3,29.9,262.1,1015.5,33.1,16,211.4,18.3,8,,2016-03-03T06:51:25,2016-03-03T18:18:04,0.83,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-03-04,21.2,-2.3,8.9,21.2,-4.8,8.4,-1.3,55.2,0,0,0,,,,44.9,32.5,159.7,1018.3,0,14.3,147.8,12.7,6,,2016-03-04T06:49:56,2016-03-04T18:19:06,0.88,Clear,Clear conditions throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-03-05,19.4,0.1,10,19.4,-0.1,9.8,-1.9,48.9,0,0,0,,,,27.7,15.9,254.3,1021.8,0,15.9,223.1,19.3,8,,2016-03-05T06:48:26,2016-03-05T18:20:09,0.92,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-03-06,22.9,7.9,15.8,22.9,5.5,15.1,2.2,40.2,0,0,0,,,,57.9,41.2,156,1011.6,36.5,16,129.2,11.2,6,,2016-03-06T06:46:56,2016-03-06T18:21:11,0.96,Partially cloudy,Becoming cloudy in the afternoon.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-03-07,22.3,17.8,19.2,22.3,17.8,19.2,11.8,62.7,0,0,0,,,,58.2,42,179,1003.4,92.5,16,152.4,13.1,6,,2016-03-07T06:45:25,2016-03-07T18:22:13,0.99,Overcast,Cloudy skies throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-03-08,18.9,12.9,16.1,18.9,12.9,16.1,12.6,80.6,11.76,100,29.17,rain,,,51.2,28.4,195.9,1007,71,14.7,64.7,5.5,2,,2016-03-08T06:43:54,2016-03-08T18:23:14,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-03-09,15.7,6.6,11.1,15.7,4.9,10.8,6.3,74,0,0,0,,,,,17.7,176.9,1014.2,11.2,15.2,163.2,14.1,7,,2016-03-09T06:42:22,2016-03-09T18:24:16,0,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-03-10,20.7,3.8,12,20.7,1.1,11.8,2.9,59.5,0,0,0,,,,43.7,13.6,152.5,1019.8,0,15.6,210.3,18.1,8,,2016-03-10T06:40:50,2016-03-10T18:25:17,0.02,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-03-11,21.8,3.5,12.5,21.8,0.8,12.3,3.6,60,0,0,0,,,,34.1,25.6,99.8,1022.8,0.6,14.9,235.3,20.3,8,,2016-03-11T06:39:17,2016-03-11T18:26:18,0.04,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-03-12,15.1,10.1,12.7,15.1,10.1,12.7,10.4,86.9,3.99,100,25,rain,,,31.7,14.4,115.3,1014.5,100,12.4,105.2,9.1,4,,2016-03-12T06:37:44,2016-03-12T18:27:18,0.08,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-03-13,18.5,10.6,14.1,18.5,10.6,14.1,12.5,90.4,13.95,100,20.83,rain,,,44.6,12.3,112.6,1006.6,77.3,9,167.6,13.9,6,,2016-03-13T07:36:11,2016-03-13T19:28:19,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-03-14,24.1,6.9,14.9,24.1,6,14.8,10,75.9,0,0,0,,,,31.7,23.4,145.6,1003.9,19.5,10.2,211.6,18.1,7,,2016-03-14T07:34:37,2016-03-14T19:29:19,0.18,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-03-15,17.1,10,13.9,17.1,10,13.9,7.5,67,0.55,100,8.33,rain,,,49.1,32.6,228.8,1002.7,27.5,16,199.7,17.2,7,,2016-03-15T07:33:04,2016-03-15T19:30:19,0.24,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2016-03-16,17,3.3,10.1,17,0.1,8.6,-2.6,46.2,0,0,0,,,,50.3,31.7,272.8,1014.2,11.7,16,129.3,11.2,5,,2016-03-16T07:31:30,2016-03-16T19:31:19,0.29,Clear,Clear conditions throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
