name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
kansas,2014-07-03,27.8,10.9,20.1,27.4,10.9,20,11.6,63,0,0,0,,,,,11.1,198.5,1022.6,0,15.3,367.2,31.8,10,,2014-07-03T06:01:39,2014-07-03T20:52:03,0.15,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-07-04,29.1,14.8,22.7,29.1,14.8,22.7,14.9,64,0,0,0,,,,40.6,27.9,93.5,1022.7,0,16,282.8,24.5,7,,2014-07-04T06:02:11,2014-07-04T20:51:52,0.2,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-07-05,32.2,21.6,26.9,36.2,21.6,28.9,20.6,69.1,0,0,0,,,,47.3,28,163.1,1016.4,19.6,16,292.2,25.2,8,,2014-07-05T06:02:44,2014-07-05T20:51:39,0.25,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-07-06,34.9,24.8,29.2,39.4,24.8,31.7,22.2,67.3,0,0,0,,,,42.5,25.3,171.4,1010.9,8.3,15.8,326.8,28.2,9,,2014-07-06T06:03:19,2014-07-06T20:51:23,0.3,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-07-07,35.8,22.2,29.2,40.2,22.2,31.7,21.5,65,4.48,100,20.83,rain,,,81.9,52.2,197.8,1008.2,14.6,15.6,329.2,28.3,9,,2014-07-07T06:03:54,2014-07-07T20:51:06,0.35,Rain,Clear conditions throughout the day with rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-07-08,29.8,20.7,24.6,30.1,20.7,24.7,17.4,67.2,16.3,100,20.83,rain,,,65.7,23.8,292.8,1013.9,20.8,15.3,356.4,30.6,10,,2014-07-08T06:04:31,2014-07-08T20:50:47,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-07-09,30.9,16.9,24,30.2,16.9,24,16.2,65.6,0,0,0,,,,,10.9,245,1016.7,4.2,15.8,346.5,29.9,10,,2014-07-09T06:05:09,2014-07-09T20:50:26,0.44,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-07-10,30.1,21,25.3,30.8,21,25.7,17.9,64.7,0,0,0,,,,38.9,26.5,135.1,1016,10.4,15.9,274.9,23.7,9,,2014-07-10T06:05:48,2014-07-10T20:50:03,0.47,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-07-11,34.1,21.7,27.4,39.4,21.7,29.5,20.7,68,0,0,0,,,,37.1,20.1,164.4,1015.5,24.2,16,285,24.6,8,,2014-07-11T06:06:28,2014-07-11T20:49:39,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-07-12,35.8,24.6,30,38.1,24.6,31.2,19.6,55.4,0,0,0,,,,37.1,26,205.8,1015,1,15.9,335.4,28.9,10,,2014-07-12T06:07:09,2014-07-12T20:49:12,0.5,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-07-13,31.6,22.9,27,33.7,22.9,28.6,21.6,73.3,2.81,100,25,rain,,,35.3,18.7,168.1,1015,44.7,15.7,282,24.2,9,,2014-07-13T06:07:51,2014-07-13T20:48:44,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-07-14,27.7,17.3,22.9,27.6,17.3,22.9,16.7,70.9,0.81,100,12.5,rain,,,39,25.5,225.2,1016.3,28.7,15,258.3,22.3,7,,2014-07-14T06:08:34,2014-07-14T20:48:13,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-07-15,25.5,12,19,25.5,12,19,10.9,61.5,0,0,0,,,,31.3,19.6,220.4,1019.8,19.9,16,358.6,31,10,,2014-07-15T06:09:18,2014-07-15T20:47:41,0.57,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-07-16,25.7,10.9,19.2,25.7,10.9,19.2,11.4,64.4,0,0,0,,,,,12,147.5,1018,9.9,14.8,339.8,29.4,10,,2014-07-16T06:10:02,2014-07-16T20:47:07,0.62,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-07-17,25,15.6,20.8,25,15.6,20.8,13.3,64,0,0,0,,,,,16.3,118.8,1017.6,64.1,16,192.9,16.7,6,,2014-07-17T06:10:48,2014-07-17T20:46:31,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-07-18,26.1,17,21.7,26.1,17,21.7,15.3,69.5,0,0,0,,,,31.3,20.2,85.5,1017.3,59.5,15.9,331.3,28.8,9,,2014-07-18T06:11:34,2014-07-18T20:45:53,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-07-19,28.2,15.5,22.1,28.4,15.5,22.2,15.5,69.2,0,0,0,,,,33.5,22.3,130.7,1015.6,19.5,14.4,333.3,28.9,9,,2014-07-19T06:12:21,2014-07-19T20:45:14,0.78,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-07-20,32.2,16.7,25,34.9,16.7,26,18.4,68.7,0,0,0,,,,42.8,33.4,146,1013.1,5.5,15.6,325.9,28.3,9,,2014-07-20T06:13:08,2014-07-20T20:44:33,0.83,Clear,Clear conditions throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-07-21,36,23,29.3,42.1,23,32,21.8,66,0,0,0,,,,41.3,25.6,179.1,1013.1,1,15.8,319.4,27.6,9,,2014-07-21T06:13:56,2014-07-21T20:43:50,0.88,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-07-22,39.1,25.9,31.7,42.4,25.9,35.3,22.8,63.6,0,0,0,,,,27.7,20.5,207,1014.9,0,14.3,313.3,27.1,9,,2014-07-22T06:14:45,2014-07-22T20:43:05,0.92,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-07-23,32.7,23.2,27.8,35.5,23.2,28.9,19.7,63.3,0,0,0,,,,36.5,25.9,55.7,1019.2,14.8,16,339,29.2,10,,2014-07-23T06:15:35,2014-07-23T20:42:18,0.95,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-07-24,31.1,18.6,25.2,31,18.6,25.3,16.8,62.1,0,0,0,,,,36.4,25.3,99,1017.6,0,16,334.7,28.8,10,,2014-07-24T06:16:24,2014-07-24T20:41:30,0.98,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-07-25,38.9,23.7,30.7,41.8,23.7,32.9,20.1,55.5,0,0,0,,,,45.9,29.5,192,1008.9,0,16,302.5,26.3,9,,2014-07-25T06:17:15,2014-07-25T20:40:41,1,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-07-26,37.9,27.6,30.9,41.1,29.1,33.9,21.2,57.5,0,0,0,,,,38.9,21.5,213.3,1008,4.8,15.9,245.3,21.2,8,,2014-07-26T06:18:06,2014-07-26T20:39:49,1,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-07-27,33.2,22.9,28.2,31.8,22.9,28.6,18.2,60.2,0,0,0,,,,49.2,30.2,324,1015.7,2.7,15.6,330.1,28.3,9,,2014-07-27T06:18:57,2014-07-27T20:38:56,0,Clear,Clear conditions throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-07-28,29.1,16.9,22.9,28.5,16.9,22.8,13.9,59.4,0,0,0,,,,38.1,22.8,247,1021.7,8.4,16,342.3,29.6,10,,2014-07-28T06:19:49,2014-07-28T20:38:01,0.01,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-07-29,29,15.8,22.5,28.5,15.8,22.4,14.2,62.2,0,0,0,,,,,13.9,167.5,1020.4,59.6,16,266.5,22.9,8,,2014-07-29T06:20:41,2014-07-29T20:37:05,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-07-30,26.9,17.9,22.5,26.9,17.9,22.5,15,64.5,0,0,0,,,,,11.7,81.5,1018.7,49.8,16,221.9,19,8,,2014-07-30T06:21:33,2014-07-30T20:36:08,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-07-31,30.5,13.1,22,29.3,13.1,21.7,12.9,62,0,0,0,,,,,11,177.4,1018.2,0.6,15.9,325.8,27.9,10,,2014-07-31T06:22:26,2014-07-31T20:35:08,0.09,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-08-01,32.7,18.7,24.6,32.5,18.7,24.6,16.3,63.2,1.33,100,8.33,rain,,,35.2,19.8,104.8,1016.7,49.4,15.9,288,24.8,10,,2014-08-01T06:23:19,2014-08-01T20:34:08,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-08-02,33,19.6,26.1,32.8,19.6,26.2,17.1,61.3,0,0,0,,,,29.5,15,110.5,1018.5,21.1,16,320,27.5,9,,2014-08-02T06:24:12,2014-08-02T20:33:06,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-08-03,32.8,19.4,25.6,33.6,19.4,25.9,17.3,62.2,0.64,100,16.67,rain,,,46.4,24.4,134.5,1018.2,27.1,15.9,263.4,22.7,9,,2014-08-03T06:25:06,2014-08-03T20:32:02,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-08-04,36.6,23.5,28.9,36.9,23.5,29.2,17.9,54.3,0,0,0,,,,40.7,27.4,194.3,1015.4,28.6,16,290,24.9,9,,2014-08-04T06:26:00,2014-08-04T20:30:57,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-08-05,36.5,21.7,28.8,38,21.7,29.4,18.8,59.2,0,0,0,,,,,18.9,182.5,1015.4,2.1,15.9,218.3,18.7,7,,2014-08-05T06:26:53,2014-08-05T20:29:51,0.33,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-08-06,34.5,21.3,26,37,21.3,26.7,20.1,72.5,26.34,100,33.33,rain,,,54.4,35.7,144.7,1012.4,31.7,13.6,248.6,21.5,7,,2014-08-06T06:27:48,2014-08-06T20:28:43,0.38,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-08-07,28.8,21,24.1,31.1,21,24.7,21.3,85.7,0.1,100,4.17,rain,,,,12.9,60,1011.7,68.9,13.2,297.5,25.5,9,,2014-08-07T06:28:42,2014-08-07T20:27:34,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996"
kansas,2014-08-08,29,20.5,24.1,31.6,20.5,24.8,20.8,83,0.1,100,8.33,rain,,,,20.1,60.9,1013.9,39.3,15.3,237.5,20.4,8,,2014-08-08T06:29:36,2014-08-08T20:26:24,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-08-09,30,20.6,24.6,33.2,20.6,25.4,20.9,81.4,0.25,100,4.17,rain,,,29.5,17.3,88.5,1015,33.5,13.4,191.7,16.5,7,,2014-08-09T06:30:30,2014-08-09T20:25:12,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-08-10,28.6,20.9,24,29.8,20.9,24.2,20.8,83.6,12.49,100,25,rain,,,33.5,21.5,188.6,1015.4,55.5,15.1,192.3,16.6,7,,2014-08-10T06:31:25,2014-08-10T20:23:59,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-08-11,28.9,18.9,23.4,28.7,18.9,23.5,17.2,72,0,0,0,,,,44.3,29.7,327.5,1017.7,11.3,15.9,322.2,27.8,10,,2014-08-11T06:32:20,2014-08-11T20:22:45,0.51,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-08-12,27,14.1,21,26.9,14.1,21,13.2,64.3,0,0,0,,,,39.2,25.8,215.2,1019.3,0,16,326.6,28.3,10,,2014-08-12T06:33:14,2014-08-12T20:21:30,0.53,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-08-13,28.8,13,21.3,28.1,13,21.2,13.5,65.8,0,0,0,,,,,9.6,148.1,1019.4,0,15,323.1,27.8,9,,2014-08-13T06:34:09,2014-08-13T20:20:14,0.55,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-08-14,31.1,16,23.6,31.3,16,23.7,16.3,67.1,0,0,0,,,,29.5,17.7,100,1016.8,3.3,16,280.9,24.2,9,,2014-08-14T06:35:04,2014-08-14T20:18:57,0.6,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-08-15,30,21,25.1,32.3,21,25.8,20.2,74.6,1.63,100,12.5,rain,,,37.1,23.8,122,1011.9,36.3,15.2,165.9,14.4,6,,2014-08-15T06:35:58,2014-08-15T20:17:38,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-08-16,28.8,21.2,25,31.4,21.2,25.6,21.3,81,0.27,100,12.5,rain,,,42.5,23.2,231.2,1009.9,59.7,13.7,298.2,25.6,9,,2014-08-16T06:36:53,2014-08-16T20:16:19,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-08-17,30.6,17.8,23.9,32.5,17.8,24.6,19.9,80.7,0,0,0,,,,,11.4,109.7,1013.2,15.4,13,301.6,25.9,9,,2014-08-17T06:37:48,2014-08-17T20:14:59,0.75,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-08-18,34,19,26.5,35.7,19,27.1,19.3,68.6,0,0,0,,,,46.4,24.1,156.4,1010.5,2.7,15.8,300.8,26.1,9,,2014-08-18T06:38:42,2014-08-18T20:13:37,0.81,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-08-19,35.8,22.9,28.4,38.9,22.9,30,20.5,64.8,14.3,100,16.67,rain,,,42.5,27.4,182.6,1008,11.2,15.6,298.7,26,9,,2014-08-19T06:39:37,2014-08-19T20:12:15,0.85,Rain,Clear conditions throughout the day with rain clearing later.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-08-20,35.8,23.1,29.8,39.1,23.1,31.7,20.7,59.9,0,0,0,,,,44.3,26.4,182.1,1009,7.6,16,286,24.7,9,,2014-08-20T06:40:32,2014-08-20T20:10:52,0.9,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-08-21,37.1,26.5,31.4,41.6,26.5,34.3,21.4,56.9,0,0,0,,,,41,26.5,188,1010,10.4,16,292.1,25.1,9,,2014-08-21T06:41:26,2014-08-21T20:09:27,0.93,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-08-22,33.9,26.8,29.9,38.1,28.9,33,21.9,63.2,0,0,0,,,,35.3,22.4,141.8,1011.5,7.2,16,219,18.8,7,,2014-08-22T06:42:21,2014-08-22T20:08:02,0.96,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-08-23,38,25.4,30.9,38.5,25.4,31.5,18.5,51.6,0,0,0,,,,40.1,30.5,165.4,1010,3.4,15.8,300.4,26.1,9,,2014-08-23T06:43:16,2014-08-23T20:06:37,0.99,Clear,Clear conditions throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-08-24,37.9,26.6,31.9,39.5,26.6,33,18.2,45.5,0,0,0,,,,38.9,26.2,178.8,1009.8,0,16,241.9,20.8,8,,2014-08-24T06:44:10,2014-08-24T20:05:10,1,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-08-25,35.7,23.3,29.9,40.3,23.3,32.3,21.3,61.9,17.82,100,20.83,rain,,,40.7,17.9,149.3,1013,16.8,15.4,257.5,22.3,8,,2014-08-25T06:45:04,2014-08-25T20:03:43,1,Rain,Clear conditions throughout the day with rain clearing later.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-08-26,33.4,21.8,27.4,37,21.8,28.6,20.5,67.2,0.22,100,8.33,rain,,,37.1,23.1,94.7,1017.2,5.2,16,236,20.5,8,,2014-08-26T06:45:59,2014-08-26T20:02:15,0,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-08-27,31.2,24,27.1,35.3,24,28.7,22.5,76.7,0,0,0,,,,,18.3,83,1017.1,15.5,16,223.4,19.4,7,,2014-08-27T06:46:53,2014-08-27T20:00:46,0.02,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-08-28,34.3,24.9,29.2,35.4,24.9,30,20.1,60.9,0,0,0,,,,40.7,30,164.5,1012.1,10.3,16,230.3,20,7,,2014-08-28T06:47:47,2014-08-28T19:59:16,0.04,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-08-29,31.8,21.7,25.1,33,21.7,25.4,19.2,71.6,3.56,100,20.83,rain,,,37.5,22.2,162.2,1009.4,56,15.9,186.2,16.2,7,,2014-08-29T06:48:42,2014-08-29T19:57:46,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-08-30,32.8,19.7,25.8,33.5,19.7,26.3,19.4,71.1,0,0,0,,,,,11.1,185.7,1011.6,3.9,15.8,290.7,25.2,9,,2014-08-30T06:49:36,2014-08-30T19:56:15,0.11,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-08-31,35.8,20,27.5,37.2,20,28.4,19.2,64.7,4.86,100,8.33,rain,,,55.1,38.5,159.8,1008.6,13.7,15.3,222.2,19.4,7,,2014-08-31T06:50:30,2014-08-31T19:54:44,0.15,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-09-01,26.7,19.1,22.7,27.9,19.1,22.7,19.5,83.3,35.32,100,33.33,rain,,,44.3,31.2,157.7,1010.4,78.8,14.8,225.4,19.5,8,,2014-09-01T06:51:24,2014-09-01T19:53:12,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72456513920,KFOE,KTOP,72456013996"
kansas,2014-09-02,29.7,19.3,23.6,30.9,19.3,24.1,20.3,83.8,0,0,0,,,,,14.6,153.6,1013.6,26.3,11.9,286.5,24.8,9,,2014-09-02T06:52:18,2014-09-02T19:51:40,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-09-03,32,20.7,26,37.9,20.7,27.9,21.3,77,58.13,100,29.17,rain,,,51.7,35.7,153.2,1011.1,39.9,14.9,247.1,21.6,8,,2014-09-03T06:53:12,2014-09-03T19:50:07,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-09-04,34.9,25.7,30,36.9,25.7,31.6,20.5,58.6,0,0,0,,,,49.1,33.5,189.8,1009.9,0.2,16,278.6,23.9,9,,2014-09-04T06:54:06,2014-09-04T19:48:33,0.36,Clear,Clear conditions throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-09-05,27.9,17,21.8,30,17,22.1,17.2,75.7,2.07,100,12.5,rain,,,40.7,23.8,212.4,1018,61.5,15.5,148.1,12.9,6,,2014-09-05T06:55:00,2014-09-05T19:47:00,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-09-06,24,13.9,18.7,24,13.9,18.7,12.8,71.9,0,0,0,,,,,16.5,126,1023.8,6.1,15.6,283.8,24.5,9,,2014-09-06T06:55:53,2014-09-06T19:45:25,0.45,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-09-07,26.1,11.6,18.4,26.1,11.6,18.4,12.6,72.8,0,0,0,,,,,13.6,157.6,1021,2.6,15.2,281.9,24.4,9,,2014-09-07T06:56:47,2014-09-07T19:43:51,0.48,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-09-08,30.6,14.1,22.6,32.5,14.1,23.2,17,72.4,0,0,0,,,,38.8,28.3,130.2,1013.9,14.8,16,256.4,22.1,8,,2014-09-08T06:57:41,2014-09-08T19:42:16,0.5,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-09-09,34.1,24,28.4,37.8,24,30.3,21.4,67.7,0,0,0,,,,50.6,31.8,178.4,1006.8,22.3,15.9,229.9,19.9,8,,2014-09-09T06:58:35,2014-09-09T19:40:41,0.5,Partially cloudy,Partly cloudy throughout the day.,wind,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-09-10,29.8,16.7,21.7,32.1,16.7,21.9,18.9,84.6,6.48,100,20.83,rain,,,54.7,34.5,288,1007.6,98.3,14.6,258.4,22.3,8,,2014-09-10T06:59:29,2014-09-10T19:39:05,0.52,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-09-11,17.7,12,14.8,17.7,12,14.8,11.4,80.3,0.3,100,4.17,rain,,,38.2,24.3,79.2,1021.3,99.9,15,256.7,22.2,9,,2014-09-11T07:00:23,2014-09-11T19:37:29,0.54,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-09-12,14.1,7,11.4,14.1,7,11.4,8.9,84.6,0.22,100,8.33,rain,,,38.9,25.2,130.9,1027.5,91.2,15.2,161.3,14,6,,2014-09-12T07:01:17,2014-09-12T19:35:53,0.58,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-09-13,18.1,3.3,10.7,18.1,2.7,10.6,5.6,74.5,0,0,0,,,,29.5,18.3,172.9,1028.1,23.9,12,278.7,24.1,9,,2014-09-13T07:02:11,2014-09-13T19:34:17,0.63,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-09-14,23.2,10.8,17.5,23.2,10.8,17.5,11,67.3,0,0,0,,,,35.3,26.2,117.5,1021.7,55.6,16,254.2,21.8,8,,2014-09-14T07:03:04,2014-09-14T19:32:40,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-09-15,22.1,12.2,18.7,22.1,12.2,18.7,15.5,82.3,0,0,0,,,,42.5,27.4,203.6,1019.1,49.8,15.9,209.8,18,6,,2014-09-15T07:03:58,2014-09-15T19:31:04,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-09-16,23.2,7,15.5,23.2,7,15.5,10.4,74.8,0,0,0,,,,,10.9,94.1,1021.3,8,15.5,250.7,21.6,8,,2014-09-16T07:04:53,2014-09-16T19:29:27,0.78,Clear,Clear conditions throughout the day.,clear-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-09-17,24.9,18,20.5,24.9,18,20.5,18.4,88.3,2.39,100,12.5,rain,,,,17.1,83.2,1012.7,74.5,11.7,238.8,20.7,8,,2014-09-17T07:05:47,2014-09-17T19:27:50,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-09-18,22,16.6,18.8,22,16.6,18.8,17.4,91.7,0,0,0,,,,,23.1,80.8,1014.7,78.6,8.9,185.4,16,6,,2014-09-18T07:06:41,2014-09-18T19:26:13,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
kansas,2014-09-19,27.8,16.6,21.1,29.8,16.6,21.3,18.7,87.4,0,0,0,,,,35.3,22,144.4,1014.4,42.8,12.2,238.4,20.7,8,,2014-09-19T07:07:35,2014-09-19T19:24:36,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72456513920,KFOE,72450803997,KTOP,72456013996,KLWC"
